,date,n_deaths,n_wounded_mild,n_wounded_severe,n_victims,n_vehicles,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,precipitation_hours
1789,2014-11-25,0.0,21.0,0.0,21.0,43.0,18.4,14.8,16.3,15.0,19.7,17.0,2014-11-25T07:49,2014-11-25T17:26,4.4,4.4,7.0
1790,2014-11-26,0.0,36.0,0.0,36.0,67.0,17.3,12.9,15.2,12.2,18.1,15.4,2014-11-26T07:51,2014-11-26T17:26,6.0,6.0,13.0
1791,2014-11-27,0.0,51.0,0.0,51.0,86.0,16.1,11.7,14.0,10.4,16.7,13.9,2014-11-27T07:52,2014-11-27T17:25,2.6,2.6,12.0
1792,2014-11-28,0.0,52.0,0.0,52.0,86.0,19.1,15.6,17.3,14.9,18.6,16.9,2014-11-28T07:53,2014-11-28T17:25,9.5,9.5,13.0
1793,2014-11-29,0.0,17.0,0.0,17.0,40.0,18.0,16.4,17.4,15.4,17.0,16.4,2014-11-29T07:54,2014-11-29T17:25,35.7,35.7,24.0
1794,2014-11-30,0.0,25.0,0.0,25.0,37.0,18.2,14.9,16.4,13.4,16.9,15.0,2014-11-30T07:55,2014-11-30T17:24,27.0,27.0,19.0
1795,2014-12-01,0.0,27.0,0.0,27.0,34.0,17.7,12.7,15.1,11.5,18.4,14.1,2014-12-01T07:56,2014-12-01T17:24,6.4,6.4,8.0
1796,2014-12-02,0.0,35.0,0.0,35.0,53.0,15.9,11.5,13.3,10.2,14.7,12.2,2014-12-02T07:57,2014-12-02T17:24,0.0,0.0,0.0
1797,2014-12-03,0.0,38.0,0.0,38.0,69.0,13.4,10.7,12.0,9.1,12.4,10.5,2014-12-03T07:58,2014-12-03T17:23,0.5,0.5,2.0
1798,2014-12-04,0.0,39.0,0.0,39.0,59.0,12.1,10.6,11.3,7.1,10.8,8.7,2014-12-04T07:59,2014-12-04T17:23,3.8,3.8,11.0
1799,2014-12-05,0.0,33.0,0.0,33.0,65.0,13.9,8.8,11.5,7.6,13.0,10.4,2014-12-05T08:00,2014-12-05T17:23,0.1,0.1,1.0
1800,2014-12-06,0.0,19.0,0.0,19.0,32.0,12.6,7.5,9.6,5.7,11.6,8.1,2014-12-06T08:01,2014-12-06T17:23,4.7,4.7,13.0
1801,2014-12-07,0.0,17.0,0.0,17.0,25.0,13.9,7.5,10.3,4.9,11.2,8.2,2014-12-07T08:02,2014-12-07T17:23,0.9,0.9,4.0
1802,2014-12-08,0.0,18.0,2.0,20.0,32.0,14.4,6.1,10.0,3.1,12.9,7.9,2014-12-08T08:03,2014-12-08T17:23,0.3,0.3,2.0
1803,2014-12-09,0.0,36.0,0.0,36.0,55.0,12.4,7.0,10.0,2.3,8.4,5.0,2014-12-09T08:03,2014-12-09T17:23,1.1,1.1,4.0
1804,2014-12-10,0.0,42.0,2.0,44.0,81.0,13.3,4.1,8.2,0.7,10.3,5.1,2014-12-10T08:04,2014-12-10T17:23,0.0,0.0,0.0
1805,2014-12-11,1.0,52.0,1.0,54.0,73.0,15.7,6.6,10.8,4.2,14.4,8.9,2014-12-11T08:05,2014-12-11T17:23,0.0,0.0,0.0
1806,2014-12-12,0.0,29.0,1.0,30.0,55.0,15.0,5.4,9.7,2.5,13.2,7.6,2014-12-12T08:06,2014-12-12T17:23,0.0,0.0,0.0
1807,2014-12-13,0.0,30.0,0.0,30.0,53.0,14.8,6.6,10.1,4.9,13.9,8.8,2014-12-13T08:07,2014-12-13T17:23,0.0,0.0,0.0
1808,2014-12-14,0.0,19.0,0.0,19.0,41.0,15.4,6.8,11.4,5.2,14.5,10.1,2014-12-14T08:07,2014-12-14T17:24,1.3,1.3,3.0
1809,2014-12-15,0.0,34.0,1.0,35.0,61.0,12.8,10.5,12.0,9.0,11.6,10.5,2014-12-15T08:08,2014-12-15T17:24,21.4,21.4,22.0
1810,2014-12-16,0.0,45.0,0.0,45.0,76.0,14.7,9.0,11.0,7.2,13.9,9.6,2014-12-16T08:09,2014-12-16T17:24,0.4,0.4,3.0
1811,2014-12-17,0.0,41.0,0.0,41.0,77.0,13.1,8.0,10.5,6.4,12.0,9.2,2014-12-17T08:10,2014-12-17T17:24,0.2,0.2,1.0
1812,2014-12-18,0.0,41.0,0.0,41.0,60.0,18.2,10.4,13.3,8.8,18.3,12.4,2014-12-18T08:10,2014-12-18T17:25,0.0,0.0,0.0
1813,2014-12-19,0.0,46.0,5.0,51.0,86.0,15.9,9.5,12.6,8.2,16.3,12.1,2014-12-19T08:11,2014-12-19T17:25,0.0,0.0,0.0
1814,2014-12-20,0.0,36.0,0.0,36.0,58.0,16.7,9.1,12.8,7.7,16.1,12.1,2014-12-20T08:11,2014-12-20T17:26,0.0,0.0,0.0
1815,2014-12-21,0.0,51.0,1.0,52.0,63.0,15.5,6.8,11.0,4.9,15.0,9.8,2014-12-21T08:12,2014-12-21T17:26,0.0,0.0,0.0
1816,2014-12-22,2.0,45.0,0.0,47.0,73.0,14.4,6.5,10.0,4.8,13.8,8.7,2014-12-22T08:12,2014-12-22T17:27,0.0,0.0,0.0
1817,2014-12-23,0.0,38.0,2.0,40.0,62.0,14.3,5.4,9.0,3.1,12.1,6.8,2014-12-23T08:13,2014-12-23T17:27,0.0,0.0,0.0
1818,2014-12-24,0.0,16.0,0.0,16.0,32.0,13.1,5.2,8.6,2.8,11.7,6.6,2014-12-24T08:13,2014-12-24T17:28,0.0,0.0,0.0
1819,2014-12-25,0.0,12.0,0.0,12.0,24.0,14.1,4.7,8.2,2.0,11.8,5.6,2014-12-25T08:14,2014-12-25T17:28,0.0,0.0,0.0
1820,2014-12-26,0.0,20.0,0.0,20.0,33.0,13.4,5.4,9.1,2.8,12.0,7.2,2014-12-26T08:14,2014-12-26T17:29,0.1,0.1,1.0
1821,2014-12-27,0.0,16.0,0.0,16.0,27.0,13.4,5.3,8.7,2.6,9.9,6.2,2014-12-27T08:14,2014-12-27T17:30,0.0,0.0,0.0
1822,2014-12-28,0.0,20.0,1.0,21.0,30.0,12.3,4.4,9.3,0.8,8.9,6.4,2014-12-28T08:15,2014-12-28T17:30,0.7,0.7,4.0
1823,2014-12-29,0.0,48.0,0.0,48.0,61.0,11.9,3.5,6.4,-1.2,6.9,2.1,2014-12-29T08:15,2014-12-29T17:31,0.0,0.0,0.0
1824,2014-12-30,1.0,31.0,0.0,32.0,66.0,11.0,3.1,6.3,-0.4,7.9,2.7,2014-12-30T08:15,2014-12-30T17:32,0.0,0.0,0.0
1825,2014-12-31,0.0,33.0,0.0,33.0,47.0,12.2,2.1,6.9,-1.1,10.0,4.4,2014-12-31T08:15,2014-12-31T17:33,0.0,0.0,0.0
1826,2015-01-01,0.0,12.0,0.0,12.0,20.0,12.6,5.1,7.5,1.9,10.2,4.9,2015-01-01T08:15,2015-01-01T17:33,0.0,0.0,0.0
1827,2015-01-02,0.0,14.0,0.0,14.0,27.0,15.5,3.6,8.4,0.9,13.2,6.1,2015-01-02T08:15,2015-01-02T17:34,0.0,0.0,0.0
1828,2015-01-03,0.0,14.0,1.0,15.0,25.0,17.4,5.5,9.9,2.8,16.2,7.8,2015-01-03T08:15,2015-01-03T17:35,0.0,0.0,0.0
1829,2015-01-04,0.0,18.0,0.0,18.0,32.0,17.2,7.2,11.4,4.7,15.9,9.6,2015-01-04T08:15,2015-01-04T17:36,0.0,0.0,0.0
1830,2015-01-05,0.0,40.0,1.0,41.0,59.0,14.5,5.5,9.4,2.9,13.5,7.6,2015-01-05T08:15,2015-01-05T17:37,0.0,0.0,0.0
1831,2015-01-06,0.0,25.0,0.0,25.0,32.0,13.2,6.4,9.6,3.8,11.9,8.0,2015-01-06T08:15,2015-01-06T17:38,0.0,0.0,0.0
1832,2015-01-07,0.0,28.0,1.0,29.0,51.0,13.9,7.0,9.7,4.5,12.5,8.0,2015-01-07T08:15,2015-01-07T17:39,0.0,0.0,0.0
1833,2015-01-08,0.0,35.0,0.0,35.0,61.0,14.1,5.3,9.0,2.4,12.0,6.9,2015-01-08T08:15,2015-01-08T17:40,0.0,0.0,0.0
1834,2015-01-09,0.0,38.0,0.0,38.0,59.0,16.3,4.9,9.4,2.2,15.2,7.3,2015-01-09T08:15,2015-01-09T17:41,0.0,0.0,0.0
1835,2015-01-10,0.0,24.0,0.0,24.0,28.0,18.2,6.4,11.2,3.9,17.6,9.7,2015-01-10T08:15,2015-01-10T17:42,0.0,0.0,0.0
1836,2015-01-11,0.0,11.0,0.0,11.0,19.0,16.2,7.1,11.5,5.2,15.9,10.4,2015-01-11T08:14,2015-01-11T17:43,0.0,0.0,0.0
1837,2015-01-12,0.0,37.0,0.0,37.0,62.0,16.9,5.5,10.5,2.7,14.1,8.3,2015-01-12T08:14,2015-01-12T17:44,0.0,0.0,0.0
1838,2015-01-13,0.0,33.0,0.0,33.0,51.0,15.7,8.1,11.4,5.3,13.0,9.2,2015-01-13T08:14,2015-01-13T17:45,0.0,0.0,0.0
1839,2015-01-14,0.0,38.0,0.0,38.0,56.0,16.1,7.5,10.8,5.2,14.3,8.9,2015-01-14T08:13,2015-01-14T17:46,0.0,0.0,0.0
1840,2015-01-15,0.0,40.0,0.0,40.0,55.0,15.8,6.1,10.3,3.3,13.5,8.1,2015-01-15T08:13,2015-01-15T17:47,0.0,0.0,0.0
1841,2015-01-16,0.0,61.0,0.0,61.0,93.0,13.1,7.3,10.3,3.4,11.5,8.2,2015-01-16T08:13,2015-01-16T17:48,1.1,1.1,4.0
1842,2015-01-17,0.0,22.0,1.0,23.0,33.0,12.1,4.3,8.4,1.5,10.9,6.3,2015-01-17T08:12,2015-01-17T17:50,0.0,0.0,0.0
1843,2015-01-18,0.0,15.0,1.0,16.0,32.0,12.3,2.6,8.0,-0.5,9.1,5.0,2015-01-18T08:12,2015-01-18T17:51,0.5,0.5,2.0
1844,2015-01-19,0.0,41.0,0.0,41.0,73.0,9.2,7.8,8.5,5.0,7.5,6.0,2015-01-19T08:11,2015-01-19T17:52,11.3,11.3,24.0
1845,2015-01-20,1.0,45.0,0.0,46.0,78.0,10.1,7.3,8.6,5.2,8.7,6.5,2015-01-20T08:11,2015-01-20T17:53,0.6,0.6,4.0
1846,2015-01-21,0.0,24.0,1.0,25.0,51.0,9.9,5.8,7.8,3.0,7.3,5.4,2015-01-21T08:10,2015-01-21T17:54,0.0,0.0,0.0
1847,2015-01-22,0.0,32.0,1.0,33.0,53.0,12.4,5.1,8.5,2.2,10.0,5.6,2015-01-22T08:09,2015-01-22T17:56,0.0,0.0,0.0
1848,2015-01-23,0.0,33.0,1.0,34.0,58.0,14.0,3.0,8.0,0.1,9.5,4.9,2015-01-23T08:08,2015-01-23T17:57,0.0,0.0,0.0
1849,2015-01-24,0.0,36.0,0.0,36.0,38.0,14.4,3.8,8.5,0.1,10.8,5.1,2015-01-24T08:08,2015-01-24T17:58,0.0,0.0,0.0
1850,2015-01-25,0.0,29.0,0.0,29.0,37.0,14.8,7.2,10.6,1.1,11.2,6.2,2015-01-25T08:07,2015-01-25T17:59,0.0,0.0,0.0
1851,2015-01-26,0.0,24.0,0.0,24.0,39.0,11.2,4.3,8.4,1.2,9.3,5.8,2015-01-26T08:06,2015-01-26T18:00,0.0,0.0,0.0
1852,2015-01-27,0.0,39.0,0.0,39.0,61.0,13.5,5.6,9.4,2.9,12.1,7.2,2015-01-27T08:05,2015-01-27T18:02,0.0,0.0,0.0
1853,2015-01-28,0.0,46.0,1.0,47.0,69.0,12.5,5.2,8.9,2.6,10.3,6.9,2015-01-28T08:05,2015-01-28T18:03,0.4,0.4,3.0
1854,2015-01-29,0.0,16.0,0.0,16.0,36.0,15.7,5.6,10.6,2.8,10.7,7.0,2015-01-29T08:04,2015-01-29T18:04,0.0,0.0,0.0
1855,2015-01-30,0.0,31.0,1.0,32.0,64.0,15.8,9.4,12.7,6.7,10.1,8.1,2015-01-30T08:03,2015-01-30T18:05,0.3,0.3,2.0
1856,2015-01-31,0.0,28.0,2.0,30.0,54.0,13.6,7.5,10.0,2.0,9.8,6.6,2015-01-31T08:02,2015-01-31T18:07,0.5,0.5,2.0
1857,2015-02-01,0.0,14.0,0.0,14.0,23.0,11.4,6.3,8.3,0.9,5.6,2.7,2015-02-01T08:01,2015-02-01T18:08,0.0,0.0,0.0
1858,2015-02-02,0.0,32.0,0.0,32.0,52.0,10.9,4.3,7.5,0.3,7.6,3.9,2015-02-02T08:00,2015-02-02T18:09,0.0,0.0,0.0
1859,2015-02-03,0.0,43.0,0.0,43.0,67.0,9.4,5.9,7.9,2.5,7.1,5.2,2015-02-03T07:59,2015-02-03T18:10,5.8,5.6,10.0
1860,2015-02-04,0.0,27.0,0.0,27.0,47.0,6.7,4.4,5.4,-1.2,3.6,0.9,2015-02-04T07:58,2015-02-04T18:12,12.6,11.3,24.0
1861,2015-02-05,0.0,39.0,2.0,41.0,70.0,10.4,2.6,5.9,-1.7,6.5,2.0,2015-02-05T07:57,2015-02-05T18:13,1.2,1.0,6.0
1862,2015-02-06,0.0,34.0,0.0,34.0,57.0,8.9,0.9,5.0,-2.6,5.0,1.5,2015-02-06T07:56,2015-02-06T18:14,0.4,0.4,2.0
1863,2015-02-07,0.0,16.0,0.0,16.0,22.0,10.3,3.0,6.7,0.1,7.8,4.1,2015-02-07T07:54,2015-02-07T18:15,0.0,0.0,0.0
1864,2015-02-08,0.0,20.0,0.0,20.0,38.0,12.8,3.4,7.9,0.2,10.5,5.1,2015-02-08T07:53,2015-02-08T18:17,0.0,0.0,0.0
1865,2015-02-09,0.0,39.0,3.0,42.0,70.0,13.6,3.1,7.8,-0.5,10.5,4.8,2015-02-09T07:52,2015-02-09T18:18,0.0,0.0,0.0
1866,2015-02-10,0.0,31.0,0.0,31.0,59.0,15.5,2.8,8.4,-0.6,12.7,5.6,2015-02-10T07:51,2015-02-10T18:19,0.0,0.0,0.0
1867,2015-02-11,1.0,38.0,0.0,39.0,58.0,13.5,3.3,8.5,0.6,11.0,6.3,2015-02-11T07:50,2015-02-11T18:20,0.0,0.0,0.0
1868,2015-02-12,0.0,37.0,0.0,37.0,57.0,13.7,4.6,9.2,2.6,12.0,7.5,2015-02-12T07:48,2015-02-12T18:22,0.0,0.0,0.0
1869,2015-02-13,1.0,38.0,3.0,42.0,68.0,15.2,6.9,11.1,5.1,12.4,9.0,2015-02-13T07:47,2015-02-13T18:23,0.0,0.0,0.0
1870,2015-02-14,0.0,14.0,0.0,14.0,23.0,15.5,6.5,10.5,4.0,12.6,7.8,2015-02-14T07:46,2015-02-14T18:24,0.0,0.0,0.0
1871,2015-02-15,0.0,8.0,1.0,9.0,25.0,14.3,7.4,10.7,5.0,13.3,8.8,2015-02-15T07:45,2015-02-15T18:25,0.3,0.3,2.0
1872,2015-02-16,0.0,28.0,0.0,28.0,54.0,15.3,5.3,10.6,3.1,13.2,8.8,2015-02-16T07:43,2015-02-16T18:27,0.1,0.1,1.0
1873,2015-02-17,0.0,42.0,0.0,42.0,61.0,15.2,9.7,11.9,6.8,11.1,8.6,2015-02-17T07:42,2015-02-17T18:28,0.0,0.0,0.0
1874,2015-02-18,0.0,33.0,0.0,33.0,58.0,15.7,7.6,11.2,4.3,12.6,8.2,2015-02-18T07:40,2015-02-18T18:29,0.0,0.0,0.0
1875,2015-02-19,0.0,42.0,1.0,43.0,67.0,14.3,5.6,9.8,2.5,11.3,7.2,2015-02-19T07:39,2015-02-19T18:30,0.0,0.0,0.0
1876,2015-02-20,0.0,46.0,0.0,46.0,79.0,13.3,4.6,8.5,1.8,11.0,6.2,2015-02-20T07:38,2015-02-20T18:32,0.0,0.0,0.0
1877,2015-02-21,1.0,31.0,0.0,32.0,57.0,12.1,7.2,9.3,5.2,10.1,7.1,2015-02-21T07:36,2015-02-21T18:33,3.2,3.2,10.0
1878,2015-02-22,0.0,16.0,2.0,18.0,32.0,15.0,5.4,9.3,1.5,11.2,5.4,2015-02-22T07:35,2015-02-22T18:34,0.0,0.0,0.0
1879,2015-02-23,0.0,27.0,0.0,27.0,44.0,18.3,4.6,11.2,2.0,17.5,9.3,2015-02-23T07:33,2015-02-23T18:35,0.0,0.0,0.0
1880,2015-02-24,0.0,36.0,0.0,36.0,66.0,15.0,8.3,11.2,3.8,10.6,7.0,2015-02-24T07:32,2015-02-24T18:36,3.9,3.9,5.0
1881,2015-02-25,0.0,41.0,0.0,41.0,74.0,16.6,8.9,12.6,3.5,14.5,9.1,2015-02-25T07:30,2015-02-25T18:38,0.0,0.0,0.0
1882,2015-02-26,0.0,43.0,2.0,45.0,69.0,14.3,8.5,11.5,7.0,12.9,10.3,2015-02-26T07:29,2015-02-26T18:39,0.7,0.7,4.0
1883,2015-02-27,1.0,36.0,1.0,38.0,75.0,14.0,7.5,11.4,5.3,11.9,9.8,2015-02-27T07:27,2015-02-27T18:40,5.1,5.1,9.0
1884,2015-02-28,0.0,25.0,0.0,25.0,37.0,13.4,4.7,9.3,1.9,10.5,6.8,2015-02-28T07:26,2015-02-28T18:41,0.0,0.0,0.0
1885,2015-03-01,0.0,17.0,0.0,17.0,30.0,18.8,7.8,12.7,6.3,17.9,11.4,2015-03-01T07:24,2015-03-01T18:42,0.4,0.4,2.0
1886,2015-03-02,0.0,47.0,2.0,49.0,76.0,22.2,12.0,15.8,10.6,22.5,15.1,2015-03-02T07:23,2015-03-02T18:43,0.0,0.0,0.0
1887,2015-03-03,0.0,39.0,0.0,39.0,63.0,15.9,10.8,13.6,9.8,15.2,13.1,2015-03-03T07:21,2015-03-03T18:45,0.0,0.0,0.0
1888,2015-03-04,0.0,47.0,2.0,49.0,71.0,13.4,8.5,10.6,4.8,12.5,9.0,2015-03-04T07:19,2015-03-04T18:46,10.4,10.4,10.0
1889,2015-03-05,0.0,33.0,0.0,33.0,50.0,18.1,8.2,12.1,1.9,14.2,7.7,2015-03-05T07:18,2015-03-05T18:47,0.0,0.0,0.0
1890,2015-03-06,0.0,41.0,0.0,41.0,67.0,15.3,4.3,10.1,1.4,12.8,7.3,2015-03-06T07:16,2015-03-06T18:48,0.0,0.0,0.0
1891,2015-03-07,0.0,23.0,0.0,23.0,40.0,16.7,4.7,10.8,1.9,15.2,8.7,2015-03-07T07:15,2015-03-07T18:49,0.0,0.0,0.0
1892,2015-03-08,0.0,16.0,0.0,16.0,24.0,15.5,5.8,10.9,3.5,13.9,8.8,2015-03-08T07:13,2015-03-08T18:50,0.0,0.0,0.0
1893,2015-03-09,0.0,37.0,1.0,38.0,56.0,16.0,6.8,11.1,5.0,14.7,9.6,2015-03-09T07:11,2015-03-09T18:51,0.0,0.0,0.0
1894,2015-03-10,1.0,42.0,1.0,44.0,67.0,16.3,7.4,11.9,5.8,15.1,10.5,2015-03-10T07:10,2015-03-10T18:53,0.0,0.0,0.0
1895,2015-03-11,0.0,24.0,3.0,27.0,61.0,19.9,7.8,13.2,6.2,19.3,12.1,2015-03-11T07:08,2015-03-11T18:54,0.0,0.0,0.0
1896,2015-03-12,0.0,29.0,1.0,30.0,48.0,18.1,9.3,13.3,7.5,17.3,12.0,2015-03-12T07:06,2015-03-12T18:55,0.0,0.0,0.0
1897,2015-03-13,0.0,37.0,0.0,37.0,60.0,15.9,9.2,12.1,8.1,14.8,10.9,2015-03-13T07:05,2015-03-13T18:56,0.4,0.4,2.0
1898,2015-03-14,0.0,22.0,0.0,22.0,37.0,11.5,6.4,9.5,4.1,10.0,7.1,2015-03-14T07:03,2015-03-14T18:57,7.1,7.1,14.0
1899,2015-03-15,0.0,21.0,0.0,21.0,31.0,13.1,4.4,8.5,1.0,11.3,6.0,2015-03-15T07:01,2015-03-15T18:58,0.3,0.3,1.0
1900,2015-03-16,0.0,25.0,0.0,25.0,47.0,12.0,5.9,9.5,3.6,9.5,7.3,2015-03-16T07:00,2015-03-16T18:59,0.3,0.3,3.0
1901,2015-03-17,0.0,42.0,0.0,42.0,75.0,14.7,4.0,9.7,1.4,13.1,7.8,2015-03-17T06:58,2015-03-17T19:00,0.0,0.0,0.0
1902,2015-03-18,0.0,28.0,0.0,28.0,52.0,15.1,11.2,13.2,8.8,11.8,10.4,2015-03-18T06:56,2015-03-18T19:02,0.0,0.0,0.0
1903,2015-03-19,0.0,48.0,0.0,48.0,68.0,17.0,12.0,14.2,8.6,13.2,10.8,2015-03-19T06:55,2015-03-19T19:03,1.8,1.8,7.0
1904,2015-03-20,0.0,46.0,0.0,46.0,77.0,16.4,12.6,14.1,8.3,11.8,9.9,2015-03-20T06:53,2015-03-20T19:04,0.2,0.2,1.0
1905,2015-03-21,0.0,32.0,0.0,32.0,54.0,14.3,12.4,13.4,8.7,13.0,10.7,2015-03-21T06:51,2015-03-21T19:05,15.6,15.6,17.0
1906,2015-03-22,0.0,23.0,0.0,23.0,48.0,14.8,11.2,12.6,7.8,12.0,9.4,2015-03-22T06:50,2015-03-22T19:06,0.0,0.0,0.0
1907,2015-03-23,0.0,30.0,0.0,30.0,51.0,15.0,11.0,12.8,8.0,12.5,10.1,2015-03-23T06:48,2015-03-23T19:07,2.2,2.2,11.0
1908,2015-03-24,0.0,40.0,1.0,41.0,82.0,14.5,11.7,12.7,8.7,11.3,9.8,2015-03-24T06:46,2015-03-24T19:08,3.9,3.9,13.0
1909,2015-03-25,0.0,41.0,0.0,41.0,71.0,12.0,10.3,11.3,8.4,10.0,9.5,2015-03-25T06:45,2015-03-25T19:09,6.9,6.9,17.0
1910,2015-03-26,0.0,26.0,0.0,26.0,45.0,15.7,7.8,11.7,6.1,12.2,9.6,2015-03-26T06:43,2015-03-26T19:10,0.0,0.0,0.0
1911,2015-03-27,0.0,52.0,0.0,52.0,69.0,18.8,7.7,13.4,5.8,18.1,12.4,2015-03-27T06:41,2015-03-27T19:11,0.0,0.0,0.0
1912,2015-03-28,0.0,36.0,1.0,37.0,65.0,20.4,10.8,15.3,9.8,21.0,15.0,2015-03-28T06:40,2015-03-28T19:12,0.0,0.0,0.0
1913,2015-03-29,0.0,12.0,0.0,12.0,19.0,19.1,9.8,14.5,8.9,19.2,13.9,2015-03-29T06:38,2015-03-29T19:14,0.0,0.0,0.0
1914,2015-03-30,0.0,20.0,0.0,20.0,43.0,21.4,13.8,16.9,12.0,22.1,16.1,2015-03-30T06:36,2015-03-30T19:15,0.0,0.0,0.0
1915,2015-03-31,0.0,21.0,0.0,21.0,42.0,21.2,11.2,16.0,10.2,23.0,16.0,2015-03-31T06:34,2015-03-31T19:16,0.0,0.0,0.0
1916,2015-04-01,0.0,35.0,1.0,36.0,55.0,16.7,12.7,14.4,12.1,16.1,13.7,2015-04-01T06:33,2015-04-01T19:17,1.0,1.0,5.0
1917,2015-04-02,0.0,40.0,0.0,40.0,56.0,17.1,11.5,14.2,10.9,16.9,13.4,2015-04-02T06:31,2015-04-02T19:18,0.0,0.0,0.0
1918,2015-04-03,0.0,13.0,1.0,14.0,24.0,17.5,9.2,13.3,8.2,17.7,12.8,2015-04-03T06:29,2015-04-03T19:19,0.0,0.0,0.0
1919,2015-04-04,0.0,22.0,0.0,22.0,30.0,15.9,11.5,13.6,11.3,14.7,12.8,2015-04-04T06:28,2015-04-04T19:20,0.7,0.7,4.0
1920,2015-04-05,0.0,16.0,0.0,16.0,30.0,15.6,10.9,13.6,10.3,14.7,12.4,2015-04-05T06:26,2015-04-05T19:21,0.1,0.1,1.0
1921,2015-04-06,0.0,21.0,0.0,21.0,25.0,16.0,10.1,12.9,8.1,13.2,10.6,2015-04-06T06:24,2015-04-06T19:22,0.0,0.0,0.0
1922,2015-04-07,0.0,25.0,0.0,25.0,45.0,16.0,7.4,11.9,5.3,12.7,9.5,2015-04-07T06:23,2015-04-07T19:23,0.0,0.0,0.0
1923,2015-04-08,0.0,41.0,0.0,41.0,66.0,16.5,5.2,11.5,2.9,14.6,9.1,2015-04-08T06:21,2015-04-08T19:24,0.0,0.0,0.0
1924,2015-04-09,0.0,39.0,0.0,39.0,66.0,16.5,6.3,12.1,4.8,15.4,10.6,2015-04-09T06:20,2015-04-09T19:25,0.0,0.0,0.0
1925,2015-04-10,0.0,33.0,0.0,33.0,51.0,17.0,7.4,12.6,5.9,16.0,11.4,2015-04-10T06:18,2015-04-10T19:26,0.0,0.0,0.0
1926,2015-04-11,0.0,25.0,0.0,25.0,48.0,18.4,10.1,14.1,8.7,16.8,12.4,2015-04-11T06:16,2015-04-11T19:28,0.0,0.0,0.0
1927,2015-04-12,0.0,11.0,0.0,11.0,22.0,18.9,10.0,14.4,8.6,18.6,13.4,2015-04-12T06:15,2015-04-12T19:29,0.0,0.0,0.0
1928,2015-04-13,0.0,42.0,0.0,42.0,89.0,19.8,9.1,14.7,8.0,20.2,14.1,2015-04-13T06:13,2015-04-13T19:30,0.0,0.0,0.0
1929,2015-04-14,0.0,33.0,4.0,37.0,50.0,21.8,9.1,15.8,7.7,21.5,14.7,2015-04-14T06:12,2015-04-14T19:31,0.0,0.0,0.0
1930,2015-04-15,1.0,31.0,1.0,33.0,64.0,19.8,9.8,15.8,8.0,18.3,14.2,2015-04-15T06:10,2015-04-15T19:32,0.0,0.0,0.0
1931,2015-04-16,0.0,42.0,0.0,42.0,72.0,19.0,13.2,16.1,12.8,19.7,16.1,2015-04-16T06:08,2015-04-16T19:33,6.4,6.4,11.0
1932,2015-04-17,0.0,54.0,0.0,54.0,86.0,19.8,11.1,15.4,10.6,20.8,15.4,2015-04-17T06:07,2015-04-17T19:34,0.0,0.0,0.0
1933,2015-04-18,0.0,31.0,0.0,31.0,43.0,20.0,11.3,15.7,10.3,20.9,15.5,2015-04-18T06:05,2015-04-18T19:35,0.0,0.0,0.0
1934,2015-04-19,0.0,22.0,1.0,23.0,28.0,18.9,12.3,15.4,12.3,19.7,15.0,2015-04-19T06:04,2015-04-19T19:36,1.1,1.1,5.0
1935,2015-04-20,0.0,43.0,1.0,44.0,70.0,18.6,10.7,15.1,9.8,18.9,14.5,2015-04-20T06:02,2015-04-20T19:37,0.0,0.0,0.0
1936,2015-04-21,0.0,38.0,1.0,39.0,59.0,21.9,11.1,16.4,9.6,22.6,16.0,2015-04-21T06:01,2015-04-21T19:38,0.0,0.0,0.0
1937,2015-04-22,0.0,53.0,0.0,53.0,94.0,19.0,12.4,15.7,12.2,18.7,15.0,2015-04-22T05:59,2015-04-22T19:39,0.0,0.0,0.0
1938,2015-04-23,0.0,36.0,1.0,37.0,69.0,19.9,10.5,15.7,9.6,20.3,15.2,2015-04-23T05:58,2015-04-23T19:41,0.0,0.0,0.0
1939,2015-04-24,0.0,39.0,1.0,40.0,74.0,21.1,11.0,16.4,10.3,21.5,16.1,2015-04-24T05:56,2015-04-24T19:42,0.0,0.0,0.0
1940,2015-04-25,0.0,17.0,1.0,18.0,33.0,20.3,15.1,17.5,15.8,21.1,18.0,2015-04-25T05:55,2015-04-25T19:43,0.3,0.3,2.0
1941,2015-04-26,0.0,25.0,1.0,26.0,35.0,19.1,15.3,17.0,16.4,19.3,17.6,2015-04-26T05:54,2015-04-26T19:44,0.9,0.9,4.0
1942,2015-04-27,0.0,25.0,0.0,25.0,39.0,20.5,14.4,17.1,13.6,19.7,16.5,2015-04-27T05:52,2015-04-27T19:45,0.6,0.6,4.0
1943,2015-04-28,0.0,43.0,0.0,43.0,87.0,18.8,11.9,16.1,11.4,18.4,15.6,2015-04-28T05:51,2015-04-28T19:46,0.5,0.5,2.0
1944,2015-04-29,0.0,46.0,1.0,47.0,70.0,18.7,11.9,15.2,11.1,17.2,14.3,2015-04-29T05:49,2015-04-29T19:47,2.1,2.1,3.0
1945,2015-04-30,0.0,55.0,0.0,55.0,95.0,19.9,12.3,16.3,11.9,19.3,15.8,2015-04-30T05:48,2015-04-30T19:48,0.0,0.0,0.0
