,date,n_deaths,n_wounded_mild,n_wounded_severe,n_victims,n_vehicles,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,precipitation_hours
0,2010-01-01,0.0,7.0,0.0,7.0,14.0,13.8,8.9,11.1,1.4,8.0,5.1,2010-01-01T08:15,2010-01-01T17:34,0.0,0.0,0.0
1,2010-01-02,0.0,21.0,0.0,21.0,24.0,11.7,5.2,8.4,3.0,10.0,6.0,2010-01-02T08:15,2010-01-02T17:34,0.0,0.0,0.0
2,2010-01-03,0.0,16.0,0.0,16.0,29.0,11.8,7.2,9.4,5.4,10.8,7.7,2010-01-03T08:15,2010-01-03T17:35,0.0,0.0,0.0
3,2010-01-04,0.0,25.0,1.0,26.0,45.0,10.7,7.3,9.2,5.2,8.8,7.1,2010-01-04T08:15,2010-01-04T17:36,3.6,3.6,4.0
4,2010-01-05,0.0,36.0,0.0,36.0,57.0,12.1,9.9,10.7,6.9,10.2,8.4,2010-01-05T08:15,2010-01-05T17:37,6.9,6.9,14.0
5,2010-01-06,0.0,23.0,0.0,23.0,39.0,10.5,6.4,8.5,3.6,8.8,5.8,2010-01-06T08:15,2010-01-06T17:38,2.2,2.2,6.0
6,2010-01-07,0.0,19.0,1.0,20.0,30.0,7.0,4.8,5.9,-2.6,3.2,1.0,2010-01-07T08:15,2010-01-07T17:39,20.3,18.5,15.0
7,2010-01-08,0.0,35.0,0.0,35.0,58.0,6.8,4.0,5.3,-1.8,3.0,1.0,2010-01-08T08:15,2010-01-08T17:40,10.1,8.5,20.0
8,2010-01-09,0.0,21.0,0.0,21.0,39.0,6.2,1.9,3.9,-1.6,2.2,0.2,2010-01-09T08:15,2010-01-09T17:41,0.1,0.1,1.0
9,2010-01-10,0.0,15.0,0.0,15.0,30.0,6.5,1.5,3.8,-3.0,3.5,0.2,2010-01-10T08:15,2010-01-10T17:42,0.0,0.0,0.0
10,2010-01-11,0.0,37.0,3.0,40.0,69.0,8.2,3.1,5.2,0.3,5.4,2.3,2010-01-11T08:14,2010-01-11T17:43,0.0,0.0,0.0
11,2010-01-12,0.0,32.0,0.0,32.0,50.0,8.2,0.7,4.6,-2.5,4.8,1.3,2010-01-12T08:14,2010-01-12T17:44,4.6,4.6,6.0
12,2010-01-13,0.0,26.0,1.0,27.0,46.0,12.1,6.1,8.7,3.2,9.9,6.2,2010-01-13T08:14,2010-01-13T17:45,1.6,1.6,4.0
13,2010-01-14,0.0,30.0,1.0,31.0,53.0,14.3,9.5,11.4,6.5,11.6,8.4,2010-01-14T08:13,2010-01-14T17:46,6.3,6.3,17.0
14,2010-01-15,1.0,41.0,2.0,44.0,81.0,14.6,7.8,10.8,5.8,12.8,8.9,2010-01-15T08:13,2010-01-15T17:48,0.0,0.0,0.0
15,2010-01-16,0.0,29.0,4.0,33.0,62.0,13.1,5.2,9.1,3.2,10.7,7.2,2010-01-16T08:13,2010-01-16T17:49,0.1,0.1,1.0
16,2010-01-17,0.0,13.0,0.0,13.0,29.0,12.7,9.0,11.1,7.3,12.4,10.1,2010-01-17T08:12,2010-01-17T17:50,2.0,2.0,7.0
17,2010-01-18,0.0,23.0,0.0,23.0,40.0,12.4,9.8,11.6,8.6,11.9,10.9,2010-01-18T08:11,2010-01-18T17:51,4.1,4.1,12.0
18,2010-01-19,0.0,39.0,1.0,40.0,57.0,11.3,9.5,10.6,8.3,10.7,9.6,2010-01-19T08:11,2010-01-19T17:52,1.8,1.8,6.0
19,2010-01-20,0.0,36.0,3.0,39.0,67.0,13.7,9.1,11.4,7.6,12.6,10.2,2010-01-20T08:10,2010-01-20T17:53,0.8,0.8,5.0
20,2010-01-21,1.0,32.0,0.0,33.0,48.0,13.6,7.5,10.5,5.3,11.7,9.0,2010-01-21T08:10,2010-01-21T17:55,0.0,0.0,0.0
21,2010-01-22,0.0,38.0,2.0,40.0,60.0,14.2,5.4,9.0,3.2,12.4,7.0,2010-01-22T08:09,2010-01-22T17:56,0.0,0.0,0.0
22,2010-01-23,0.0,16.0,0.0,16.0,38.0,12.5,6.1,9.4,3.8,10.1,7.1,2010-01-23T08:08,2010-01-23T17:57,0.0,0.0,0.0
23,2010-01-24,1.0,20.0,2.0,23.0,29.0,12.5,9.8,10.9,7.6,11.1,9.2,2010-01-24T08:08,2010-01-24T17:58,3.4,3.4,10.0
24,2010-01-25,0.0,21.0,0.0,21.0,37.0,11.6,8.7,10.0,4.3,9.7,7.6,2010-01-25T08:07,2010-01-25T17:59,0.5,0.5,2.0
25,2010-01-26,0.0,21.0,1.0,22.0,43.0,12.1,7.4,8.9,1.9,9.0,4.8,2010-01-26T08:06,2010-01-26T18:01,0.0,0.0,0.0
26,2010-01-27,0.0,35.0,1.0,36.0,59.0,12.0,4.8,7.6,0.5,9.5,3.9,2010-01-27T08:05,2010-01-27T18:02,1.5,1.5,5.0
27,2010-01-28,0.0,36.0,0.0,36.0,61.0,11.4,2.2,6.8,-0.9,8.9,3.9,2010-01-28T08:04,2010-01-28T18:03,0.0,0.0,0.0
28,2010-01-29,0.0,36.0,0.0,36.0,72.0,11.8,3.3,7.6,0.4,9.5,5.2,2010-01-29T08:03,2010-01-29T18:04,0.0,0.0,0.0
29,2010-01-30,0.0,27.0,0.0,27.0,30.0,13.2,7.1,9.6,4.0,8.5,6.0,2010-01-30T08:03,2010-01-30T18:06,0.0,0.0,0.0
30,2010-01-31,0.0,19.0,0.0,19.0,34.0,7.7,5.0,6.4,1.8,5.3,3.5,2010-01-31T08:02,2010-01-31T18:07,3.6,3.3,16.0
31,2010-02-01,0.0,26.0,3.0,29.0,44.0,10.9,3.1,7.0,0.4,7.4,3.8,2010-02-01T08:01,2010-02-01T18:08,0.8,0.7,4.0
32,2010-02-02,0.0,20.0,0.0,20.0,34.0,11.1,3.6,6.9,0.4,8.1,3.8,2010-02-02T08:00,2010-02-02T18:09,0.0,0.0,0.0
33,2010-02-03,0.0,42.0,1.0,43.0,75.0,13.7,2.3,7.4,-0.7,10.7,4.4,2010-02-03T07:59,2010-02-03T18:11,0.0,0.0,0.0
34,2010-02-04,0.0,33.0,0.0,33.0,47.0,11.7,5.1,8.8,3.0,9.8,7.1,2010-02-04T07:58,2010-02-04T18:12,4.7,4.7,7.0
35,2010-02-05,0.0,32.0,0.0,32.0,58.0,16.0,7.8,11.5,5.3,12.1,8.6,2010-02-05T07:56,2010-02-05T18:13,0.0,0.0,0.0
36,2010-02-06,0.0,21.0,2.0,23.0,33.0,16.2,5.5,10.7,2.5,13.1,7.5,2010-02-06T07:55,2010-02-06T18:14,0.0,0.0,0.0
37,2010-02-07,0.0,19.0,0.0,19.0,30.0,14.6,6.2,10.3,3.6,12.1,8.1,2010-02-07T07:54,2010-02-07T18:16,0.0,0.0,0.0
38,2010-02-08,0.0,30.0,2.0,32.0,41.0,11.2,8.1,9.8,6.1,10.3,8.4,2010-02-08T07:53,2010-02-08T18:17,11.2,11.2,10.0
39,2010-02-09,1.0,42.0,1.0,44.0,59.0,10.7,7.1,9.5,3.7,9.2,7.0,2010-02-09T07:52,2010-02-09T18:18,14.8,14.8,24.0
40,2010-02-10,0.0,40.0,1.0,41.0,67.0,11.1,4.3,7.0,1.8,7.6,4.0,2010-02-10T07:51,2010-02-10T18:19,2.3,2.0,6.0
41,2010-02-11,0.0,40.0,5.0,45.0,64.0,6.1,1.7,4.1,-2.7,1.5,-0.9,2010-02-11T07:49,2010-02-11T18:21,0.7,0.7,3.0
42,2010-02-12,0.0,43.0,2.0,45.0,80.0,7.5,-0.9,3.3,-4.8,3.1,-0.9,2010-02-12T07:48,2010-02-12T18:22,0.0,0.0,0.0
43,2010-02-13,0.0,17.0,0.0,17.0,30.0,6.2,2.5,4.4,-0.5,3.5,1.2,2010-02-13T07:47,2010-02-13T18:23,0.8,0.8,8.0
44,2010-02-14,0.0,22.0,1.0,23.0,27.0,6.9,2.7,4.7,-0.1,3.4,1.6,2010-02-14T07:46,2010-02-14T18:24,0.0,0.0,0.0
45,2010-02-15,0.0,27.0,0.0,27.0,44.0,7.6,2.0,5.3,-1.3,3.3,1.5,2010-02-15T07:44,2010-02-15T18:26,2.8,2.6,7.0
46,2010-02-16,0.0,33.0,1.0,34.0,52.0,10.8,6.4,8.6,1.1,8.6,4.5,2010-02-16T07:43,2010-02-16T18:27,4.9,4.7,10.0
47,2010-02-17,0.0,34.0,1.0,35.0,53.0,13.8,8.5,11.3,6.9,11.2,9.6,2010-02-17T07:41,2010-02-17T18:28,0.8,0.8,2.0
48,2010-02-18,1.0,31.0,2.0,34.0,57.0,14.6,6.9,10.8,4.8,13.0,8.9,2010-02-18T07:40,2010-02-18T18:29,4.2,4.2,3.0
49,2010-02-19,1.0,33.0,1.0,35.0,54.0,12.9,9.1,10.9,4.4,12.3,8.4,2010-02-19T07:39,2010-02-19T18:31,25.4,25.4,15.0
50,2010-02-20,0.0,22.0,1.0,23.0,40.0,13.8,6.3,9.2,3.1,9.6,5.9,2010-02-20T07:37,2010-02-20T18:32,4.2,4.2,4.0
51,2010-02-21,0.0,19.0,3.0,22.0,30.0,11.9,3.0,8.0,0.4,9.5,5.4,2010-02-21T07:36,2010-02-21T18:33,1.4,1.4,7.0
52,2010-02-22,0.0,23.0,0.0,23.0,34.0,14.6,6.2,10.4,3.7,11.7,7.9,2010-02-22T07:34,2010-02-22T18:34,1.2,1.2,3.0
53,2010-02-23,0.0,32.0,1.0,33.0,59.0,17.5,9.5,13.0,7.4,14.2,10.3,2010-02-23T07:33,2010-02-23T18:35,0.0,0.0,0.0
54,2010-02-24,0.0,42.0,0.0,42.0,66.0,17.9,10.9,14.3,7.8,12.6,10.3,2010-02-24T07:31,2010-02-24T18:37,0.0,0.0,0.0
55,2010-02-25,0.0,34.0,1.0,35.0,52.0,16.7,9.7,13.4,6.9,13.6,10.5,2010-02-25T07:30,2010-02-25T18:38,0.0,0.0,0.0
56,2010-02-26,0.0,30.0,0.0,30.0,50.0,17.5,9.5,14.6,7.1,13.5,11.2,2010-02-26T07:28,2010-02-26T18:39,0.0,0.0,0.0
57,2010-02-27,0.0,23.0,0.0,23.0,39.0,14.4,6.9,11.0,4.6,13.8,9.7,2010-02-27T07:27,2010-02-27T18:40,1.0,1.0,4.0
58,2010-02-28,0.0,9.0,0.0,9.0,27.0,17.1,10.0,14.6,8.6,15.0,12.0,2010-02-28T07:25,2010-02-28T18:41,0.0,0.0,0.0
59,2010-03-01,0.0,25.0,3.0,28.0,57.0,17.6,7.4,11.9,5.9,12.6,9.2,2010-03-01T07:24,2010-03-01T18:43,0.0,0.0,0.0
60,2010-03-02,0.0,28.0,2.0,30.0,49.0,16.0,6.6,11.3,4.3,13.9,9.2,2010-03-02T07:22,2010-03-02T18:44,0.5,0.5,2.0
61,2010-03-03,0.0,28.0,0.0,28.0,36.0,12.3,9.5,10.4,3.8,9.7,6.5,2010-03-03T07:21,2010-03-03T18:45,25.0,25.0,23.0
62,2010-03-04,0.0,40.0,2.0,42.0,81.0,16.6,8.7,11.5,7.3,14.6,9.9,2010-03-04T07:19,2010-03-04T18:46,0.5,0.5,2.0
63,2010-03-05,0.0,31.0,2.0,33.0,55.0,13.4,8.5,11.2,5.7,11.4,9.3,2010-03-05T07:17,2010-03-05T18:47,2.7,2.7,9.0
64,2010-03-06,0.0,34.0,0.0,34.0,36.0,12.2,5.6,8.8,0.7,8.9,4.6,2010-03-06T07:16,2010-03-06T18:48,0.0,0.0,0.0
65,2010-03-07,0.0,17.0,1.0,18.0,24.0,9.8,3.0,6.6,-0.2,7.2,3.8,2010-03-07T07:14,2010-03-07T18:49,3.1,2.9,9.0
66,2010-03-08,0.0,12.0,0.0,12.0,19.0,5.8,3.0,4.7,-2.6,2.3,-0.1,2010-03-08T07:13,2010-03-08T18:51,37.2,20.1,24.0
67,2010-03-09,1.0,17.0,1.0,19.0,34.0,9.4,1.6,5.7,-2.6,5.8,1.6,2010-03-09T07:11,2010-03-09T18:52,1.4,1.2,4.0
68,2010-03-10,0.0,22.0,2.0,24.0,41.0,7.3,1.3,4.3,-1.3,3.4,0.9,2010-03-10T07:09,2010-03-10T18:53,1.9,1.2,4.0
69,2010-03-11,0.0,36.0,0.0,36.0,56.0,8.1,0.6,4.8,-2.9,4.9,1.7,2010-03-11T07:08,2010-03-11T18:54,0.0,0.0,0.0
70,2010-03-12,0.0,31.0,0.0,31.0,55.0,8.5,3.6,6.1,0.6,6.2,3.4,2010-03-12T07:06,2010-03-12T18:55,0.5,0.5,3.0
71,2010-03-13,0.0,22.0,1.0,23.0,45.0,12.3,3.7,8.1,0.7,9.7,5.5,2010-03-13T07:04,2010-03-13T18:56,0.0,0.0,0.0
72,2010-03-14,0.0,22.0,0.0,22.0,46.0,14.0,3.6,9.2,0.8,11.5,7.0,2010-03-14T07:03,2010-03-14T18:57,0.0,0.0,0.0
73,2010-03-15,1.0,25.0,0.0,26.0,40.0,13.1,4.4,9.0,1.7,11.9,6.8,2010-03-15T07:01,2010-03-15T18:58,0.0,0.0,0.0
74,2010-03-16,0.0,31.0,1.0,32.0,48.0,15.3,5.2,9.9,2.3,12.9,7.4,2010-03-16T06:59,2010-03-16T19:00,0.0,0.0,0.0
75,2010-03-17,0.0,36.0,0.0,36.0,47.0,15.2,4.1,9.8,1.3,13.2,7.5,2010-03-17T06:58,2010-03-17T19:01,0.0,0.0,0.0
76,2010-03-18,0.0,51.0,1.0,52.0,70.0,14.6,4.2,9.8,1.9,13.1,8.1,2010-03-18T06:56,2010-03-18T19:02,0.0,0.0,0.0
77,2010-03-19,1.0,39.0,2.0,42.0,73.0,15.2,7.3,11.3,5.6,15.0,10.0,2010-03-19T06:54,2010-03-19T19:03,0.0,0.0,0.0
78,2010-03-20,0.0,16.0,2.0,18.0,34.0,17.5,9.4,13.5,7.8,17.0,12.6,2010-03-20T06:53,2010-03-20T19:04,0.0,0.0,0.0
79,2010-03-21,0.0,31.0,0.0,31.0,46.0,17.1,11.9,14.2,11.0,17.2,13.7,2010-03-21T06:51,2010-03-21T19:05,1.5,1.5,6.0
80,2010-03-22,1.0,21.0,1.0,23.0,33.0,16.1,12.5,14.0,12.4,16.6,14.3,2010-03-22T06:49,2010-03-22T19:06,4.9,4.9,13.0
81,2010-03-23,0.0,31.0,0.0,31.0,48.0,16.9,11.7,13.9,11.1,16.4,13.2,2010-03-23T06:48,2010-03-23T19:07,0.0,0.0,0.0
82,2010-03-24,1.0,32.0,2.0,35.0,52.0,14.8,11.0,12.8,11.0,13.5,12.3,2010-03-24T06:46,2010-03-24T19:08,0.0,0.0,0.0
83,2010-03-25,0.0,38.0,1.0,39.0,68.0,15.2,12.4,13.6,12.0,13.4,12.7,2010-03-25T06:44,2010-03-25T19:09,0.1,0.1,1.0
84,2010-03-26,0.0,40.0,1.0,41.0,75.0,18.5,11.0,14.8,8.1,15.4,12.2,2010-03-26T06:42,2010-03-26T19:11,0.2,0.2,1.0
85,2010-03-27,0.0,22.0,1.0,23.0,26.0,19.7,10.5,14.8,7.5,15.8,11.3,2010-03-27T06:41,2010-03-27T19:12,0.0,0.0,0.0
86,2010-03-28,0.0,22.0,2.0,24.0,22.0,16.6,10.2,13.5,8.9,16.5,12.5,2010-03-28T06:39,2010-03-28T19:13,0.0,0.0,0.0
87,2010-03-29,0.0,21.0,0.0,21.0,28.0,15.6,8.6,12.5,6.3,14.2,10.8,2010-03-29T06:37,2010-03-29T19:14,0.0,0.0,0.0
88,2010-03-30,0.0,36.0,2.0,38.0,57.0,18.8,9.8,14.2,8.0,13.7,10.5,2010-03-30T06:36,2010-03-30T19:15,0.0,0.0,0.0
89,2010-03-31,0.0,21.0,1.0,22.0,38.0,17.5,9.0,13.3,6.7,15.3,10.5,2010-03-31T06:34,2010-03-31T19:16,0.0,0.0,0.0
90,2010-04-01,2.0,19.0,1.0,22.0,35.0,14.0,8.0,11.4,5.8,12.2,9.1,2010-04-01T06:32,2010-04-01T19:17,0.7,0.7,4.0
91,2010-04-02,1.0,7.0,0.0,8.0,13.0,16.4,6.7,12.0,5.2,14.3,10.0,2010-04-02T06:31,2010-04-02T19:18,0.0,0.0,0.0
92,2010-04-03,0.0,9.0,0.0,9.0,15.0,16.2,8.4,12.6,6.9,15.0,11.2,2010-04-03T06:29,2010-04-03T19:19,0.0,0.0,0.0
93,2010-04-04,0.0,11.0,2.0,13.0,22.0,12.5,9.4,11.5,7.1,11.2,9.5,2010-04-04T06:27,2010-04-04T19:20,5.9,5.9,13.0
94,2010-04-05,0.0,11.0,0.0,11.0,24.0,14.9,7.5,11.3,5.5,14.2,9.9,2010-04-05T06:26,2010-04-05T19:21,0.0,0.0,0.0
95,2010-04-06,0.0,36.0,0.0,36.0,61.0,15.9,8.8,12.2,7.4,14.7,11.0,2010-04-06T06:24,2010-04-06T19:22,0.0,0.0,0.0
96,2010-04-07,1.0,21.0,0.0,22.0,37.0,14.1,11.2,12.4,8.8,11.0,9.7,2010-04-07T06:22,2010-04-07T19:23,1.7,1.7,4.0
97,2010-04-08,0.0,27.0,1.0,28.0,46.0,15.4,10.2,12.7,9.1,14.6,11.7,2010-04-08T06:21,2010-04-08T19:25,0.8,0.8,3.0
98,2010-04-09,0.0,30.0,1.0,31.0,49.0,18.9,10.2,14.4,8.3,19.1,13.5,2010-04-09T06:19,2010-04-09T19:26,0.0,0.0,0.0
99,2010-04-10,0.0,21.0,1.0,22.0,39.0,19.8,8.7,14.0,7.0,20.0,12.7,2010-04-10T06:18,2010-04-10T19:27,0.0,0.0,0.0
100,2010-04-11,0.0,15.0,1.0,16.0,26.0,20.6,9.7,14.6,7.7,20.2,13.3,2010-04-11T06:16,2010-04-11T19:28,0.0,0.0,0.0
101,2010-04-12,0.0,28.0,1.0,29.0,57.0,13.3,10.3,12.0,8.6,11.6,9.9,2010-04-12T06:14,2010-04-12T19:29,4.1,4.1,14.0
102,2010-04-13,0.0,20.0,1.0,21.0,32.0,13.9,8.9,11.4,7.2,12.7,9.7,2010-04-13T06:13,2010-04-13T19:30,0.2,0.2,1.0
103,2010-04-14,0.0,45.0,0.0,45.0,79.0,14.7,8.3,11.8,6.6,12.5,10.0,2010-04-14T06:11,2010-04-14T19:31,0.0,0.0,0.0
104,2010-04-15,0.0,42.0,1.0,43.0,64.0,16.0,7.9,12.3,5.8,14.8,10.6,2010-04-15T06:10,2010-04-15T19:32,0.0,0.0,0.0
105,2010-04-16,0.0,26.0,0.0,26.0,44.0,15.9,11.5,13.6,10.5,15.2,12.6,2010-04-16T06:08,2010-04-16T19:33,0.0,0.0,0.0
106,2010-04-17,1.0,20.0,0.0,21.0,32.0,17.4,8.5,13.1,6.9,16.9,11.8,2010-04-17T06:07,2010-04-17T19:34,0.0,0.0,0.0
107,2010-04-18,0.0,18.0,0.0,18.0,36.0,16.4,10.9,13.4,9.7,14.2,11.9,2010-04-18T06:05,2010-04-18T19:35,0.2,0.2,1.0
108,2010-04-19,0.0,43.0,1.0,44.0,72.0,18.5,9.4,14.1,7.9,19.4,13.7,2010-04-19T06:03,2010-04-19T19:36,0.8,0.8,2.0
109,2010-04-20,0.0,48.0,0.0,48.0,67.0,19.4,10.7,15.3,9.3,21.0,15.1,2010-04-20T06:02,2010-04-20T19:38,0.0,0.0,0.0
110,2010-04-21,0.0,35.0,0.0,35.0,60.0,20.6,10.4,15.8,9.5,21.2,15.4,2010-04-21T06:00,2010-04-21T19:39,0.0,0.0,0.0
111,2010-04-22,0.0,24.0,1.0,25.0,39.0,17.6,12.6,15.1,12.1,17.4,14.9,2010-04-22T05:59,2010-04-22T19:40,0.8,0.8,3.0
112,2010-04-23,0.0,44.0,1.0,45.0,68.0,18.3,13.5,15.8,13.0,18.9,15.2,2010-04-23T05:58,2010-04-23T19:41,0.3,0.3,1.0
113,2010-04-24,0.0,25.0,0.0,25.0,42.0,20.1,11.6,16.3,11.2,21.3,16.5,2010-04-24T05:56,2010-04-24T19:42,0.0,0.0,0.0
114,2010-04-25,0.0,18.0,1.0,19.0,24.0,21.3,12.5,17.2,11.9,22.7,17.7,2010-04-25T05:55,2010-04-25T19:43,0.0,0.0,0.0
115,2010-04-26,1.0,42.0,1.0,44.0,67.0,23.0,13.5,18.0,13.1,24.0,18.5,2010-04-26T05:53,2010-04-26T19:44,0.0,0.0,0.0
116,2010-04-27,1.0,36.0,1.0,38.0,56.0,21.6,13.8,17.9,13.6,22.3,17.8,2010-04-27T05:52,2010-04-27T19:45,0.2,0.2,1.0
117,2010-04-28,0.0,39.0,3.0,42.0,60.0,22.2,11.7,17.3,11.1,22.4,16.9,2010-04-28T05:50,2010-04-28T19:46,0.0,0.0,0.0
118,2010-04-29,0.0,47.0,0.0,47.0,73.0,20.4,12.7,16.7,11.9,20.9,16.6,2010-04-29T05:49,2010-04-29T19:47,0.0,0.0,0.0
119,2010-04-30,0.0,42.0,2.0,44.0,79.0,20.3,13.3,16.8,13.5,21.6,17.4,2010-04-30T05:48,2010-04-30T19:48,0.0,0.0,0.0
120,2010-05-01,0.0,23.0,0.0,23.0,30.0,19.6,14.3,17.0,14.4,21.6,17.8,2010-05-01T05:46,2010-05-01T19:49,1.4,1.4,5.0
121,2010-05-02,0.0,19.0,1.0,20.0,28.0,18.5,15.0,16.7,14.4,17.6,16.2,2010-05-02T05:45,2010-05-02T19:50,2.4,2.4,13.0
122,2010-05-03,0.0,33.0,0.0,33.0,59.0,14.9,11.3,12.3,7.9,14.3,9.8,2010-05-03T05:44,2010-05-03T19:52,38.2,38.2,24.0
123,2010-05-04,0.0,24.0,0.0,24.0,39.0,12.3,10.0,11.0,5.9,10.3,8.2,2010-05-04T05:43,2010-05-04T19:53,18.4,18.4,24.0
124,2010-05-05,0.0,41.0,1.0,42.0,52.0,15.5,10.2,12.6,8.8,14.0,10.8,2010-05-05T05:41,2010-05-05T19:54,3.6,3.6,12.0
125,2010-05-06,0.0,37.0,0.0,37.0,52.0,14.1,10.6,12.4,8.0,12.5,10.7,2010-05-06T05:40,2010-05-06T19:55,2.2,2.2,9.0
126,2010-05-07,0.0,26.0,0.0,26.0,58.0,16.3,11.3,13.9,10.5,15.2,12.6,2010-05-07T05:39,2010-05-07T19:56,1.1,1.1,3.0
127,2010-05-08,0.0,18.0,0.0,18.0,32.0,18.3,12.7,15.4,12.2,17.6,14.8,2010-05-08T05:38,2010-05-08T19:57,5.0,5.0,7.0
128,2010-05-09,0.0,13.0,0.0,13.0,20.0,18.7,12.1,15.6,12.0,18.3,15.3,2010-05-09T05:37,2010-05-09T19:58,0.5,0.5,3.0
129,2010-05-10,0.0,49.0,0.0,49.0,63.0,21.6,12.2,16.7,11.1,23.4,16.7,2010-05-10T05:35,2010-05-10T19:59,0.2,0.2,1.0
130,2010-05-11,0.0,39.0,0.0,39.0,65.0,21.2,12.4,16.9,11.6,21.7,16.5,2010-05-11T05:34,2010-05-11T20:00,0.0,0.0,0.0
131,2010-05-12,0.0,36.0,0.0,36.0,57.0,17.3,12.8,15.2,12.8,17.2,15.0,2010-05-12T05:33,2010-05-12T20:01,5.9,5.9,12.0
132,2010-05-13,0.0,36.0,0.0,36.0,60.0,16.3,11.5,13.6,10.9,15.8,13.1,2010-05-13T05:32,2010-05-13T20:02,19.2,19.2,16.0
133,2010-05-14,0.0,29.0,0.0,29.0,51.0,13.8,10.9,12.4,9.2,12.5,10.7,2010-05-14T05:31,2010-05-14T20:03,9.3,9.3,20.0
134,2010-05-15,0.0,31.0,2.0,33.0,49.0,18.1,10.1,14.1,8.9,17.7,13.2,2010-05-15T05:30,2010-05-15T20:04,0.0,0.0,0.0
135,2010-05-16,0.0,35.0,0.0,35.0,60.0,18.1,10.4,14.8,9.2,18.4,13.7,2010-05-16T05:29,2010-05-16T20:05,0.0,0.0,0.0
136,2010-05-17,0.0,40.0,1.0,41.0,57.0,18.8,11.4,15.2,10.1,19.5,14.6,2010-05-17T05:28,2010-05-17T20:06,0.0,0.0,0.0
137,2010-05-18,0.0,42.0,0.0,42.0,74.0,20.2,12.4,16.4,11.3,21.3,16.5,2010-05-18T05:28,2010-05-18T20:07,0.0,0.0,0.0
138,2010-05-19,0.0,39.0,1.0,40.0,61.0,20.1,14.4,17.1,14.6,21.0,17.2,2010-05-19T05:27,2010-05-19T20:08,0.3,0.3,2.0
139,2010-05-20,0.0,34.0,0.0,34.0,56.0,20.6,14.2,17.4,13.9,21.5,17.5,2010-05-20T05:26,2010-05-20T20:09,0.0,0.0,0.0
140,2010-05-21,0.0,48.0,0.0,48.0,72.0,23.5,13.2,18.4,13.1,24.1,18.5,2010-05-21T05:25,2010-05-21T20:10,0.0,0.0,0.0
141,2010-05-22,0.0,19.0,1.0,20.0,37.0,22.0,13.9,18.2,13.7,23.0,18.9,2010-05-22T05:24,2010-05-22T20:11,0.7,0.7,1.0
142,2010-05-23,0.0,9.0,0.0,9.0,24.0,21.2,13.6,18.2,13.7,23.7,19.2,2010-05-23T05:23,2010-05-23T20:12,0.0,0.0,0.0
143,2010-05-24,0.0,13.0,2.0,15.0,28.0,22.5,12.3,18.3,11.6,23.3,18.2,2010-05-24T05:23,2010-05-24T20:13,0.0,0.0,0.0
144,2010-05-25,1.0,30.0,2.0,33.0,58.0,22.3,13.3,18.4,12.3,22.6,18.1,2010-05-25T05:22,2010-05-25T20:14,0.0,0.0,0.0
145,2010-05-26,0.0,31.0,0.0,31.0,47.0,23.0,13.8,18.7,13.6,25.9,19.7,2010-05-26T05:21,2010-05-26T20:14,0.0,0.0,0.0
146,2010-05-27,1.0,42.0,1.0,44.0,58.0,21.5,16.0,18.5,16.7,23.1,19.4,2010-05-27T05:21,2010-05-27T20:15,0.1,0.1,1.0
147,2010-05-28,0.0,48.0,0.0,48.0,68.0,20.9,16.3,18.6,16.8,21.5,19.1,2010-05-28T05:20,2010-05-28T20:16,1.3,1.3,6.0
148,2010-05-29,0.0,30.0,0.0,30.0,40.0,22.1,15.8,19.1,16.6,24.1,20.3,2010-05-29T05:20,2010-05-29T20:17,0.3,0.3,2.0
149,2010-05-30,0.0,20.0,0.0,20.0,32.0,23.4,15.3,19.8,16.0,26.8,21.6,2010-05-30T05:19,2010-05-30T20:18,0.0,0.0,0.0
150,2010-05-31,0.0,43.0,0.0,43.0,62.0,26.3,17.4,21.1,18.7,30.4,23.0,2010-05-31T05:19,2010-05-31T20:18,0.0,0.0,0.0
151,2010-06-01,0.0,34.0,0.0,34.0,53.0,22.2,18.1,20.1,19.7,24.2,21.7,2010-06-01T05:18,2010-06-01T20:19,0.0,0.0,0.0
152,2010-06-02,0.0,17.0,0.0,17.0,35.0,22.1,18.1,20.1,19.8,23.1,21.7,2010-06-02T05:18,2010-06-02T20:20,0.1,0.1,1.0
153,2010-06-03,0.0,32.0,0.0,32.0,56.0,24.0,18.0,20.8,19.7,25.6,22.4,2010-06-03T05:17,2010-06-03T20:21,0.0,0.0,0.0
154,2010-06-04,0.0,28.0,1.0,29.0,54.0,25.1,16.7,21.2,17.5,27.7,22.9,2010-06-04T05:17,2010-06-04T20:21,0.0,0.0,0.0
155,2010-06-05,0.0,42.0,1.0,43.0,69.0,25.9,16.6,21.6,17.3,27.9,23.0,2010-06-05T05:16,2010-06-05T20:22,0.0,0.0,0.0
156,2010-06-06,0.0,27.0,1.0,28.0,27.0,23.1,17.7,20.8,18.8,26.1,22.5,2010-06-06T05:16,2010-06-06T20:23,0.3,0.3,2.0
157,2010-06-07,0.0,35.0,0.0,35.0,57.0,23.3,17.4,20.6,19.4,24.8,22.1,2010-06-07T05:16,2010-06-07T20:23,0.0,0.0,0.0
158,2010-06-08,0.0,36.0,0.0,36.0,68.0,23.3,17.1,20.4,18.7,26.2,22.4,2010-06-08T05:16,2010-06-08T20:24,0.0,0.0,0.0
